0.000000,2.916859
0.020000,2.273967
0.040000,3.456396
0.060000,2.920814
0.080000,4.467233
0.100000,3.286469
0.120000,4.921503
0.140000,3.560751
0.160000,2.955717
0.180000,3.700828
0.200000,3.451522
0.220000,4.510985
0.240000,3.623862
0.260000,2.320140
0.280000,4.821336
0.300000,3.843282
0.320000,3.429363
0.340000,4.084193
0.360000,3.167044
0.380000,2.452693
0.400000,2.867410
0.420000,2.668957
0.440000,4.037229
0.460000,4.632598
0.480000,3.360959
0.500000,3.656709
0.520000,3.095458
0.540000,2.460866
0.560000,3.691611
0.580000,2.938385
0.600000,4.032914
0.620000,3.098591
0.640000,3.700998
0.660000,3.754247
0.680000,4.026532
0.700000,2.579817
0.720000,3.827249
0.740000,3.570444
0.760000,2.451086
0.780000,3.692246
0.800000,3.107056
0.820000,3.849720
0.840000,3.689749
0.860000,2.458574
0.880000,5.142470
0.900000,4.452858
0.920000,4.319489
0.940000,2.944949
0.960000,2.138458
0.980000,4.715717
1.000000,3.449613
1.020000,3.068123
1.040000,2.982890
1.060000,3.685778
1.080000,3.487447
1.100000,3.942213
1.120000,4.382089
1.140000,4.246207
1.160000,4.749895
1.180000,3.812643
1.200000,3.953588
1.220000,2.672241
1.240000,3.719342
1.260000,5.571260
1.280000,2.937544
1.300000,4.305341
1.320000,4.661596
1.340000,4.885058
1.360000,3.871943
1.380000,3.895249
1.400000,4.780828
1.420000,4.331783
1.440000,3.669861
1.460000,2.593321
1.480000,4.859473
1.500000,5.716734
1.520000,3.012881
1.540000,5.224182
1.560000,4.534563
1.580000,6.159733
1.600000,3.343760
1.620000,4.500595
1.640000,3.804609
1.660000,5.539125
1.680000,3.075263
1.700000,3.425731
1.720000,3.989357
1.740000,5.476911
1.760000,3.677787
1.780000,4.573907
1.800000,4.530715
1.820000,3.968834
1.840000,4.283884
1.860000,4.314084
1.880000,4.629993
1.900000,4.009286
1.920000,4.675635
1.940000,3.708340
1.960000,5.718035
1.980000,4.438712
2.000000,4.514118
2.020000,4.997517
2.040000,4.450334
2.060000,4.339917
2.080000,4.560883
2.100000,3.486880
2.120000,4.691137
2.140000,6.178463
2.160000,4.811182
2.180000,5.736013
2.200000,5.198746
2.220000,4.310213
2.240000,5.608593
2.260000,4.540705
2.280000,4.942716
2.300000,5.902150
2.320000,4.527762
2.340000,4.540734
2.360000,5.980795
2.380000,5.089020
2.400000,5.610304
2.420000,5.631841
2.440000,6.531819
2.460000,4.892852
2.480000,4.362486
2.500000,4.916373
2.520000,4.138925
2.540000,6.363017
2.560000,5.025960
2.580000,5.076705
2.600000,3.345723
2.620000,6.878017
2.640000,4.355223
2.660000,4.914102
2.680000,6.033256
2.700000,3.864200
2.720000,3.615981
2.740000,5.341141
2.760000,5.117302
2.780000,6.425772
2.800000,5.201178
2.820000,5.413471
2.840000,7.003485
2.860000,5.120538
2.880000,5.115326
2.900000,4.329652
2.920000,4.678737
2.940000,4.522423
2.960000,3.868597
2.980000,5.974328
3.000000,4.910308
3.020000,4.829251
3.040000,6.045883
3.060000,6.568607
3.080000,5.623956
3.100000,6.331437
3.120000,6.283132
3.140000,4.713804
3.160000,6.025875
3.180000,5.758418
3.200000,5.936149
3.220000,5.171168
3.240000,4.810296
3.260000,5.316094
3.280000,5.341978
3.300000,6.771429
3.320000,6.381103
3.340000,5.167923
3.360000,5.946757
3.380000,5.902065
3.400000,5.447922
3.420000,5.590052
3.440000,5.763491
3.460000,5.374318
3.480000,6.131555
3.500000,5.223297
3.520000,6.097010
3.540000,5.650416
3.560000,5.457968
3.580000,5.208742
3.600000,6.870671
3.620000,4.483402
3.640000,5.321405
3.660000,6.406711
3.680000,6.510817
3.700000,7.480431
3.720000,6.024063
3.740000,4.898944
3.760000,4.809726
3.780000,6.831712
3.800000,6.164515
3.820000,7.420514
3.840000,6.040093
3.860000,6.335537
3.880000,6.203693
3.900000,7.501990
3.920000,5.099575
3.940000,5.875857
3.960000,5.120293
3.980000,7.431219
4.000000,6.606170
4.020000,5.573496
4.040000,6.619491
4.060000,6.783311
4.080000,5.387657
4.100000,6.910445
4.120000,7.304477
4.140000,5.498396
4.160000,6.451374
4.180000,5.970414
4.200000,7.182253
4.220000,7.455134
4.240000,6.049689
4.260000,7.498871
4.280000,6.671268
4.300000,5.600837
4.320000,6.986354
4.340000,6.128697
4.360000,7.068468
4.380000,5.817152
4.400000,6.370033
4.420000,7.369538
4.440000,6.477451
4.460000,7.410791
4.480000,6.364403
4.500000,5.762857
4.520000,6.147992
4.540000,8.709750
4.560000,5.803488
4.580000,6.996583
4.600000,6.876784
